DemW10_R1,DemW18_R1,DemM6,DemM7,DemW3,prlfc_dem_age,DemC5,DemC8,DemC9,DemC23,CVDID
1.0,4.0,1.0,6.0,35.0,21.0,1.0,2.0,5.0,3.0,891.0
1.0,3.0,2.0,2.0,16.0,37.0,2.0,2.0,5.0,5.0,893.0
1.0,3.0,2.0,2.0,5.0,27.0,1.0,1.0,5.0,5.0,894.0
1.0,6.0,3.0,5.0,43.0,31.0,1.0,2.0,5.0,7.0,895.0
1.0,5.0,3.0,4.0,5.0,34.0,2.0,2.0,5.0,5.0,896.0
1.0,4.0,3.0,4.0,9.0,35.0,1.0,2.0,2.0,5.0,897.0
1.0,2.0,2.0,1.0,10.0,38.0,1.0,2.0,5.0,5.0,899.0
1.0,4.0,1.0,6.0,9.0,73.0,1.0,2.0,5.0,5.0,900.0
1.0,5.0,1.0,6.0,13.0,62.0,1.0,2.0,5.0,4.0,901.0
1.0,5.0,1.0,5.0,5.0,44.0,1.0,1.0,5.0,3.0,902.0
1.0,2.0,3.0,2.0,30.0,24.0,2.0,2.0,5.0,7.0,907.0
1.0,4.0,1.0,6.0,43.0,21.0,1.0,2.0,5.0,5.0,908.0
1.0,5.0,1.0,6.0,25.0,26.0,1.0,2.0,5.0,9.0,912.0
1.0,5.0,2.0,1.0,9.0,41.0,1.0,2.0,5.0,5.0,917.0
1.0,3.0,3.0,3.0,38.0,44.0,2.0,2.0,5.0,3.0,919.0
1.0,5.0,2.0,1.0,5.0,29.0,2.0,2.0,5.0,7.0,920.0
1.0,4.0,2.0,4.0,37.0,22.0,1.0,2.0,5.0,3.0,921.0
1.0,3.0,2.0,1.0,44.0,33.0,2.0,2.0,5.0,5.0,923.0
1.0,2.0,2.0,3.0,22.0,27.0,2.0,2.0,5.0,5.0,924.0
1.0,3.0,2.0,2.0,18.0,24.0,1.0,2.0,2.0,5.0,925.0
1.0,3.0,2.0,2.0,9.0,29.0,1.0,1.0,5.0,4.0,927.0
1.0,3.0,2.0,1.0,5.0,30.0,2.0,2.0,5.0,4.0,930.0
1.0,2.0,1.0,5.0,13.0,40.0,2.0,1.0,5.0,4.0,931.0
1.0,6.0,2.0,4.0,38.0,54.0,1.0,2.0,5.0,5.0,932.0
1.0,3.0,2.0,1.0,49.0,26.0,2.0,2.0,5.0,2.0,933.0
1.0,3.0,2.0,3.0,5.0,32.0,1.0,2.0,5.0,7.0,935.0
1.0,2.0,1.0,5.0,1.0,43.0,2.0,2.0,5.0,3.0,936.0
1.0,4.0,2.0,1.0,14.0,42.0,2.0,2.0,5.0,7.0,937.0
1.0,5.0,2.0,2.0,5.0,34.0,1.0,2.0,2.0,5.0,938.0
1.0,3.0,3.0,2.0,3.0,48.0,1.0,2.0,5.0,4.0,939.0
1.0,5.0,2.0,1.0,1.0,45.0,2.0,2.0,5.0,3.0,940.0
2.0,7.0,2.0,1.0,43.0,48.0,2.0,3.0,8.0,3.0,941.0
1.0,6.0,2.0,2.0,43.0,59.0,1.0,2.0,5.0,7.0,942.0
1.0,3.0,1.0,6.0,30.0,27.0,1.0,2.0,5.0,5.0,943.0
1.0,4.0,1.0,5.0,38.0,33.0,1.0,2.0,5.0,5.0,945.0
1.0,2.0,2.0,2.0,1.0,27.0,2.0,2.0,4.0,5.0,946.0
1.0,3.0,3.0,4.0,43.0,32.0,2.0,2.0,5.0,3.0,947.0
1.0,3.0,3.0,2.0,13.0,30.0,1.0,1.0,6.0,5.0,948.0
1.0,6.0,3.0,4.0,5.0,54.0,1.0,2.0,5.0,3.0,949.0
1.0,5.0,2.0,2.0,43.0,37.0,1.0,1.0,5.0,5.0,951.0
1.0,5.0,2.0,2.0,5.0,30.0,2.0,2.0,5.0,5.0,952.0
1.0,3.0,2.0,2.0,5.0,23.0,2.0,2.0,2.0,5.0,953.0
1.0,1.0,1.0,6.0,5.0,56.0,2.0,2.0,5.0,2.0,958.0
1.0,2.0,3.0,4.0,43.0,40.0,1.0,2.0,4.0,7.0,959.0
1.0,3.0,3.0,4.0,16.0,42.0,2.0,2.0,5.0,6.0,960.0
1.0,6.0,3.0,4.0,32.0,24.0,2.0,1.0,6.0,2.0,963.0
2.0,3.0,2.0,2.0,13.0,30.0,2.0,2.0,5.0,5.0,966.0
1.0,2.0,2.0,1.0,36.0,58.0,1.0,2.0,5.0,5.0,968.0
1.0,1.0,4.0,1.0,38.0,52.0,2.0,2.0,6.0,5.0,969.0
1.0,5.0,2.0,2.0,37.0,36.0,1.0,2.0,5.0,7.0,970.0
1.0,3.0,2.0,1.0,25.0,41.0,1.0,2.0,5.0,3.0,971.0
1.0,4.0,1.0,5.0,40.0,44.0,1.0,2.0,5.0,5.0,972.0
1.0,3.0,2.0,3.0,43.0,39.0,1.0,1.0,5.0,5.0,973.0
1.0,4.0,2.0,2.0,5.0,22.0,1.0,2.0,2.0,5.0,975.0
1.0,2.0,2.0,2.0,35.0,47.0,1.0,2.0,5.0,3.0,976.0
1.0,3.0,2.0,2.0,20.0,33.0,2.0,2.0,5.0,7.0,977.0
1.0,4.0,2.0,1.0,49.0,50.0,2.0,2.0,5.0,7.0,980.0
1.0,3.0,2.0,3.0,15.0,29.0,1.0,2.0,5.0,7.0,981.0
1.0,3.0,2.0,1.0,13.0,30.0,2.0,1.0,5.0,5.0,982.0
1.0,4.0,2.0,1.0,21.0,27.0,1.0,2.0,5.0,4.0,983.0
1.0,4.0,3.0,5.0,19.0,43.0,1.0,2.0,5.0,5.0,985.0
1.0,3.0,2.0,4.0,9.0,62.0,2.0,2.0,5.0,3.0,986.0
1.0,4.0,1.0,6.0,46.0,44.0,2.0,2.0,5.0,7.0,987.0
1.0,2.0,3.0,1.0,43.0,42.0,2.0,2.0,5.0,3.0,988.0
1.0,3.0,3.0,3.0,42.0,54.0,1.0,2.0,5.0,5.0,989.0
1.0,3.0,2.0,3.0,22.0,40.0,2.0,2.0,5.0,3.0,990.0
1.0,1.0,4.0,1.0,19.0,55.0,1.0,2.0,5.0,3.0,991.0
1.0,6.0,2.0,2.0,5.0,53.0,1.0,2.0,5.0,7.0,992.0
1.0,5.0,2.0,2.0,5.0,54.0,1.0,2.0,5.0,5.0,993.0
1.0,3.0,2.0,1.0,40.0,55.0,2.0,2.0,5.0,5.0,994.0
1.0,5.0,3.0,3.0,5.0,52.0,1.0,2.0,2.0,5.0,995.0
1.0,4.0,3.0,6.0,9.0,46.0,1.0,2.0,5.0,5.0,996.0
1.0,3.0,2.0,3.0,43.0,57.0,1.0,2.0,5.0,3.0,998.0
1.0,2.0,1.0,5.0,9.0,26.0,1.0,2.0,5.0,2.0,1000.0
1.0,4.0,2.0,2.0,6.0,32.0,1.0,2.0,5.0,4.0,1001.0
1.0,4.0,3.0,4.0,23.0,45.0,1.0,2.0,5.0,5.0,1002.0
1.0,4.0,2.0,3.0,20.0,50.0,2.0,2.0,5.0,7.0,1003.0
1.0,4.0,2.0,3.0,49.0,31.0,1.0,2.0,5.0,7.0,1004.0
1.0,5.0,2.0,2.0,14.0,35.0,1.0,2.0,5.0,7.0,1006.0
1.0,2.0,2.0,2.0,49.0,60.0,2.0,2.0,5.0,2.0,1007.0
1.0,4.0,2.0,3.0,47.0,35.0,2.0,2.0,5.0,5.0,1011.0
1.0,4.0,2.0,2.0,37.0,34.0,2.0,2.0,5.0,5.0,1012.0
1.0,2.0,1.0,6.0,43.0,24.0,2.0,2.0,5.0,5.0,1013.0
1.0,5.0,2.0,1.0,3.0,43.0,2.0,2.0,6.0,7.0,1014.0
1.0,3.0,2.0,3.0,37.0,30.0,1.0,2.0,5.0,5.0,1015.0
1.0,5.0,3.0,4.0,30.0,32.0,1.0,2.0,5.0,5.0,1016.0
1.0,3.0,4.0,4.0,38.0,38.0,1.0,2.0,5.0,3.0,1018.0
1.0,3.0,3.0,6.0,47.0,56.0,1.0,2.0,5.0,3.0,1019.0
1.0,5.0,1.0,6.0,9.0,39.0,2.0,2.0,5.0,7.0,1024.0
1.0,3.0,1.0,4.0,36.0,64.0,2.0,2.0,5.0,2.0,1027.0
1.0,4.0,2.0,2.0,33.0,53.0,2.0,2.0,4.0,9.0,1029.0
1.0,5.0,2.0,4.0,9.0,30.0,2.0,2.0,4.0,5.0,1031.0
1.0,6.0,3.0,4.0,5.0,60.0,1.0,2.0,2.0,7.0,1033.0
1.0,4.0,2.0,4.0,5.0,37.0,1.0,2.0,5.0,2.0,1034.0
1.0,3.0,3.0,3.0,12.0,32.0,2.0,2.0,5.0,4.0,1035.0
1.0,6.0,2.0,3.0,32.0,47.0,1.0,2.0,2.0,5.0,1037.0
1.0,1.0,1.0,7.0,47.0,67.0,2.0,2.0,5.0,6.0,1038.0
1.0,3.0,3.0,2.0,22.0,34.0,2.0,2.0,5.0,3.0,1039.0
1.0,1.0,3.0,4.0,11.0,32.0,1.0,2.0,2.0,4.0,1040.0
1.0,3.0,2.0,1.0,24.0,42.0,2.0,2.0,5.0,5.0,1042.0
1.0,7.0,2.0,4.0,30.0,48.0,2.0,2.0,4.0,8.0,1043.0
1.0,3.0,2.0,2.0,47.0,53.0,2.0,2.0,5.0,5.0,1045.0
1.0,3.0,3.0,5.0,10.0,42.0,1.0,2.0,5.0,5.0,1046.0
1.0,2.0,2.0,1.0,32.0,60.0,2.0,2.0,6.0,9.0,1047.0
1.0,5.0,2.0,3.0,35.0,34.0,1.0,2.0,2.0,7.0,1048.0
1.0,4.0,1.0,5.0,13.0,39.0,1.0,2.0,5.0,9.0,1049.0
1.0,6.0,1.0,6.0,49.0,29.0,1.0,2.0,5.0,5.0,1050.0
1.0,4.0,3.0,4.0,47.0,48.0,1.0,2.0,5.0,7.0,1051.0
1.0,5.0,3.0,2.0,21.0,39.0,1.0,2.0,5.0,5.0,1053.0
1.0,6.0,3.0,3.0,5.0,50.0,1.0,2.0,5.0,8.0,1054.0
1.0,4.0,1.0,6.0,18.0,53.0,1.0,2.0,5.0,5.0,1056.0
1.0,1.0,3.0,5.0,31.0,41.0,1.0,3.0,8.0,5.0,1057.0
1.0,5.0,2.0,2.0,20.0,34.0,1.0,2.0,5.0,9.0,1059.0
1.0,3.0,3.0,3.0,32.0,36.0,1.0,2.0,5.0,3.0,1060.0
3.0,3.0,3.0,2.0,22.0,55.0,2.0,2.0,5.0,7.0,1062.0
3.0,1.0,2.0,1.0,35.0,64.0,1.0,2.0,5.0,9.0,1064.0
3.0,1.0,2.0,2.0,45.0,65.0,2.0,2.0,5.0,3.0,1065.0
3.0,4.0,2.0,1.0,47.0,57.0,2.0,2.0,5.0,5.0,1066.0
2.0,4.0,3.0,3.0,13.0,42.0,2.0,2.0,5.0,7.0,1067.0
2.0,1.0,2.0,3.0,32.0,23.0,1.0,2.0,2.0,5.0,1068.0
2.0,3.0,3.0,3.0,5.0,31.0,2.0,2.0,5.0,5.0,1070.0
2.0,1.0,2.0,3.0,5.0,24.0,2.0,1.0,4.0,5.0,1071.0
2.0,1.0,2.0,3.0,5.0,20.0,2.0,2.0,2.0,3.0,1072.0
2.0,1.0,2.0,2.0,43.0,20.0,2.0,2.0,4.0,3.0,1073.0
2.0,7.0,2.0,1.0,43.0,24.0,2.0,3.0,8.0,4.0,1075.0
2.0,1.0,2.0,3.0,5.0,21.0,2.0,2.0,5.0,3.0,1077.0
2.0,7.0,1.0,7.0,47.0,35.0,2.0,2.0,5.0,5.0,1078.0
1.0,1.0,2.0,2.0,38.0,21.0,2.0,2.0,4.0,3.0,1079.0
2.0,6.0,1.0,6.0,30.0,55.0,2.0,2.0,5.0,5.0,1080.0
2.0,1.0,2.0,2.0,43.0,20.0,2.0,2.0,4.0,3.0,1081.0
2.0,5.0,1.0,6.0,5.0,37.0,1.0,2.0,5.0,5.0,1082.0
2.0,1.0,2.0,2.0,20.0,22.0,2.0,2.0,4.0,5.0,1083.0
3.0,1.0,1.0,6.0,3.0,49.0,2.0,2.0,5.0,4.0,1084.0
2.0,5.0,1.0,6.0,5.0,43.0,2.0,2.0,2.0,5.0,1085.0
2.0,1.0,2.0,2.0,5.0,22.0,1.0,2.0,5.0,4.0,1086.0
2.0,1.0,2.0,1.0,13.0,25.0,2.0,2.0,4.0,6.0,1090.0
2.0,1.0,2.0,2.0,20.0,27.0,2.0,2.0,4.0,5.0,1091.0
2.0,1.0,2.0,1.0,5.0,25.0,2.0,1.0,6.0,5.0,1092.0
2.0,1.0,2.0,1.0,16.0,26.0,2.0,2.0,6.0,5.0,1093.0
2.0,1.0,2.0,2.0,38.0,61.0,2.0,2.0,5.0,6.0,1094.0
2.0,4.0,1.0,6.0,9.0,50.0,2.0,2.0,5.0,3.0,1095.0
2.0,1.0,2.0,1.0,37.0,32.0,1.0,2.0,5.0,5.0,1096.0
2.0,3.0,1.0,5.0,5.0,44.0,2.0,2.0,5.0,5.0,1098.0
2.0,2.0,1.0,6.0,9.0,56.0,2.0,2.0,5.0,3.0,1099.0
2.0,1.0,1.0,6.0,5.0,52.0,2.0,2.0,5.0,5.0,1101.0
2.0,1.0,2.0,1.0,32.0,28.0,2.0,2.0,5.0,2.0,1102.0
2.0,1.0,2.0,1.0,9.0,28.0,1.0,2.0,2.0,5.0,1103.0
3.0,2.0,2.0,2.0,20.0,63.0,2.0,2.0,5.0,4.0,1104.0
2.0,1.0,2.0,1.0,14.0,20.0,2.0,2.0,4.0,3.0,1107.0
2.0,2.0,3.0,3.0,5.0,19.0,1.0,2.0,2.0,3.0,1112.0
2.0,1.0,2.0,3.0,43.0,25.0,1.0,2.0,5.0,3.0,1113.0
2.0,1.0,3.0,3.0,40.0,18.0,2.0,2.0,5.0,2.0,1114.0
2.0,7.0,3.0,5.0,9.0,46.0,2.0,2.0,5.0,5.0,1115.0
2.0,1.0,2.0,1.0,25.0,30.0,1.0,2.0,5.0,4.0,1116.0
2.0,1.0,2.0,1.0,32.0,22.0,2.0,1.0,5.0,2.0,1118.0
2.0,3.0,2.0,1.0,3.0,32.0,2.0,2.0,5.0,7.0,1119.0
2.0,4.0,1.0,6.0,5.0,29.0,2.0,2.0,5.0,5.0,1120.0
2.0,1.0,2.0,2.0,5.0,18.0,2.0,2.0,4.0,2.0,1121.0
2.0,1.0,2.0,2.0,5.0,23.0,1.0,2.0,2.0,2.0,1122.0
2.0,1.0,2.0,2.0,43.0,25.0,2.0,1.0,5.0,4.0,1125.0
2.0,1.0,3.0,2.0,3.0,25.0,2.0,1.0,8.0,4.0,1126.0
2.0,1.0,3.0,1.0,47.0,50.0,2.0,2.0,5.0,5.0,1133.0
3.0,1.0,2.0,1.0,35.0,60.0,2.0,2.0,4.0,3.0,1134.0
1.0,2.0,2.0,1.0,32.0,25.0,2.0,2.0,2.0,5.0,1136.0
2.0,1.0,1.0,5.0,3.0,22.0,2.0,2.0,5.0,5.0,1138.0
2.0,1.0,3.0,1.0,32.0,22.0,1.0,2.0,5.0,3.0,1140.0
2.0,1.0,2.0,1.0,5.0,26.0,2.0,2.0,5.0,3.0,1143.0
2.0,1.0,2.0,2.0,10.0,20.0,1.0,2.0,5.0,3.0,1147.0
1.0,1.0,2.0,2.0,46.0,62.0,2.0,2.0,5.0,7.0,1148.0
2.0,1.0,2.0,3.0,5.0,23.0,2.0,1.0,7.0,5.0,1152.0
2.0,1.0,2.0,1.0,37.0,20.0,2.0,2.0,6.0,3.0,1155.0
2.0,1.0,2.0,3.0,9.0,19.0,1.0,2.0,5.0,3.0,1156.0
1.0,1.0,3.0,2.0,21.0,23.0,2.0,2.0,5.0,5.0,1159.0
2.0,1.0,3.0,3.0,28.0,55.0,1.0,2.0,6.0,3.0,1160.0
1.0,1.0,1.0,6.0,21.0,19.0,1.0,2.0,2.0,3.0,1161.0
2.0,1.0,3.0,4.0,33.0,18.0,2.0,2.0,2.0,1.0,1162.0
2.0,1.0,2.0,1.0,33.0,59.0,1.0,2.0,5.0,3.0,1163.0
2.0,1.0,2.0,2.0,28.0,23.0,2.0,2.0,2.0,5.0,1164.0
1.0,1.0,3.0,1.0,17.0,41.0,2.0,2.0,5.0,5.0,1165.0
1.0,1.0,3.0,5.0,9.0,52.0,2.0,2.0,5.0,5.0,1166.0
2.0,7.0,2.0,2.0,28.0,54.0,2.0,2.0,4.0,4.0,1167.0
2.0,1.0,2.0,6.0,24.0,34.0,2.0,2.0,4.0,7.0,1168.0
2.0,1.0,4.0,2.0,5.0,51.0,1.0,2.0,5.0,4.0,1171.0
1.0,4.0,2.0,3.0,9.0,37.0,2.0,2.0,5.0,5.0,1176.0
2.0,1.0,1.0,4.0,9.0,52.0,2.0,2.0,5.0,5.0,1187.0
2.0,1.0,2.0,1.0,9.0,41.0,2.0,2.0,5.0,3.0,1189.0
2.0,1.0,3.0,2.0,5.0,40.0,2.0,2.0,5.0,7.0,1190.0
2.0,1.0,2.0,2.0,9.0,47.0,2.0,2.0,5.0,4.0,1191.0
1.0,1.0,2.0,2.0,38.0,42.0,2.0,2.0,5.0,4.0,1192.0
2.0,1.0,2.0,2.0,33.0,28.0,2.0,2.0,5.0,5.0,1193.0
1.0,4.0,2.0,2.0,23.0,38.0,1.0,2.0,5.0,4.0,1194.0
2.0,1.0,1.0,6.0,5.0,26.0,1.0,2.0,5.0,5.0,1195.0
2.0,2.0,3.0,4.0,37.0,44.0,1.0,2.0,5.0,4.0,1197.0
1.0,1.0,2.0,1.0,44.0,62.0,2.0,2.0,5.0,4.0,1199.0
1.0,2.0,2.0,1.0,13.0,38.0,1.0,2.0,5.0,7.0,1200.0
1.0,4.0,1.0,4.0,42.0,36.0,1.0,2.0,2.0,2.0,1201.0
1.0,1.0,2.0,1.0,47.0,20.0,2.0,2.0,5.0,3.0,1205.0
3.0,3.0,2.0,2.0,9.0,65.0,2.0,2.0,5.0,5.0,1206.0
2.0,1.0,2.0,1.0,32.0,28.0,2.0,2.0,5.0,7.0,1207.0
1.0,1.0,2.0,2.0,5.0,24.0,2.0,2.0,5.0,5.0,1208.0
2.0,1.0,3.0,5.0,17.0,57.0,2.0,2.0,5.0,2.0,1209.0
1.0,1.0,1.0,6.0,46.0,66.0,1.0,2.0,5.0,5.0,1210.0
2.0,1.0,3.0,5.0,21.0,27.0,1.0,2.0,5.0,5.0,1211.0
1.0,1.0,1.0,5.0,43.0,18.0,1.0,2.0,2.0,2.0,1212.0
2.0,1.0,4.0,2.0,5.0,25.0,1.0,2.0,5.0,3.0,1213.0
1.0,1.0,3.0,4.0,22.0,28.0,1.0,3.0,6.0,4.0,1214.0
2.0,1.0,2.0,2.0,6.0,41.0,2.0,2.0,5.0,7.0,1215.0
1.0,1.0,3.0,4.0,35.0,44.0,2.0,2.0,5.0,3.0,1216.0
2.0,2.0,2.0,1.0,36.0,64.0,2.0,2.0,6.0,5.0,1217.0
1.0,7.0,2.0,2.0,30.0,18.0,2.0,2.0,2.0,2.0,1218.0
1.0,1.0,2.0,2.0,9.0,21.0,2.0,2.0,5.0,3.0,1219.0
2.0,1.0,1.0,5.0,37.0,44.0,1.0,2.0,5.0,5.0,1222.0
1.0,1.0,3.0,5.0,35.0,19.0,2.0,2.0,5.0,3.0,1223.0
2.0,7.0,3.0,4.0,47.0,18.0,1.0,2.0,4.0,2.0,1224.0
2.0,5.0,2.0,1.0,5.0,45.0,2.0,2.0,5.0,5.0,1225.0
2.0,1.0,2.0,1.0,15.0,50.0,2.0,2.0,5.0,5.0,1226.0
1.0,7.0,2.0,1.0,13.0,19.0,1.0,2.0,2.0,2.0,1227.0
1.0,1.0,2.0,1.0,19.0,40.0,1.0,2.0,5.0,3.0,1231.0
2.0,1.0,3.0,1.0,5.0,33.0,1.0,2.0,6.0,4.0,1234.0
1.0,1.0,3.0,4.0,43.0,39.0,2.0,2.0,5.0,4.0,1235.0
1.0,1.0,3.0,3.0,38.0,57.0,2.0,2.0,5.0,5.0,1236.0
1.0,3.0,2.0,2.0,11.0,34.0,2.0,2.0,2.0,5.0,1237.0
1.0,2.0,2.0,1.0,9.0,53.0,2.0,2.0,5.0,3.0,1239.0
1.0,5.0,1.0,7.0,37.0,36.0,2.0,2.0,5.0,5.0,1242.0
2.0,1.0,2.0,2.0,43.0,61.0,2.0,2.0,5.0,3.0,1243.0
2.0,1.0,2.0,2.0,13.0,25.0,2.0,2.0,4.0,5.0,1245.0
2.0,1.0,2.0,3.0,49.0,48.0,2.0,2.0,5.0,7.0,1248.0
3.0,2.0,3.0,1.0,47.0,69.0,1.0,2.0,5.0,3.0,1249.0
1.0,1.0,1.0,2.0,38.0,21.0,2.0,2.0,5.0,3.0,1251.0
1.0,3.0,1.0,4.0,10.0,19.0,2.0,2.0,2.0,2.0,1254.0
1.0,4.0,1.0,7.0,18.0,47.0,2.0,1.0,6.0,7.0,1257.0
1.0,1.0,4.0,3.0,9.0,32.0,1.0,2.0,5.0,4.0,1258.0
1.0,1.0,4.0,4.0,9.0,47.0,1.0,2.0,5.0,2.0,1259.0
2.0,1.0,1.0,6.0,15.0,48.0,2.0,2.0,5.0,4.0,1261.0
1.0,1.0,3.0,4.0,5.0,23.0,2.0,2.0,5.0,5.0,1262.0
1.0,2.0,3.0,4.0,5.0,25.0,2.0,2.0,5.0,5.0,1263.0
1.0,5.0,1.0,5.0,35.0,66.0,1.0,2.0,5.0,7.0,1265.0
1.0,2.0,2.0,3.0,49.0,21.0,2.0,2.0,5.0,3.0,1267.0
1.0,3.0,2.0,2.0,28.0,32.0,1.0,2.0,5.0,5.0,1268.0
1.0,3.0,1.0,5.0,24.0,42.0,2.0,2.0,5.0,5.0,1270.0
1.0,3.0,4.0,1.0,22.0,38.0,1.0,2.0,5.0,4.0,1271.0
1.0,1.0,2.0,1.0,21.0,23.0,2.0,2.0,2.0,5.0,1272.0
1.0,1.0,2.0,2.0,43.0,36.0,2.0,2.0,5.0,4.0,1273.0
1.0,1.0,2.0,1.0,5.0,47.0,2.0,2.0,5.0,8.0,1276.0
1.0,2.0,3.0,3.0,28.0,50.0,1.0,2.0,5.0,3.0,1280.0
1.0,3.0,2.0,1.0,34.0,36.0,1.0,2.0,5.0,3.0,1282.0
1.0,7.0,1.0,5.0,5.0,32.0,2.0,1.0,2.0,7.0,1283.0
1.0,3.0,2.0,1.0,5.0,57.0,2.0,3.0,5.0,7.0,1284.0
1.0,4.0,3.0,2.0,16.0,29.0,1.0,2.0,5.0,5.0,1285.0
1.0,2.0,2.0,2.0,36.0,24.0,1.0,2.0,5.0,7.0,1286.0
1.0,5.0,2.0,3.0,32.0,22.0,1.0,2.0,2.0,5.0,1287.0
1.0,5.0,3.0,4.0,21.0,33.0,1.0,2.0,5.0,9.0,1289.0
1.0,5.0,1.0,7.0,43.0,43.0,2.0,2.0,5.0,7.0,1292.0
2.0,3.0,2.0,6.0,22.0,31.0,1.0,2.0,5.0,5.0,1295.0
1.0,2.0,3.0,2.0,35.0,51.0,2.0,2.0,4.0,5.0,1297.0
1.0,2.0,2.0,3.0,5.0,54.0,1.0,2.0,5.0,5.0,1299.0
2.0,1.0,2.0,3.0,36.0,25.0,2.0,2.0,5.0,5.0,1300.0
1.0,5.0,2.0,1.0,5.0,63.0,2.0,2.0,5.0,5.0,1301.0
1.0,1.0,2.0,2.0,13.0,40.0,2.0,2.0,5.0,4.0,1302.0
1.0,6.0,3.0,5.0,42.0,41.0,1.0,2.0,5.0,2.0,1303.0
1.0,5.0,1.0,4.0,47.0,43.0,2.0,2.0,5.0,6.0,1304.0
1.0,3.0,3.0,3.0,30.0,40.0,2.0,2.0,2.0,5.0,1305.0
1.0,1.0,2.0,3.0,35.0,20.0,1.0,2.0,5.0,2.0,1307.0
1.0,1.0,2.0,1.0,49.0,22.0,1.0,2.0,4.0,3.0,1308.0
1.0,5.0,3.0,3.0,6.0,56.0,2.0,2.0,5.0,7.0,1309.0
1.0,1.0,2.0,3.0,38.0,40.0,1.0,2.0,5.0,2.0,1311.0
1.0,3.0,2.0,2.0,14.0,33.0,2.0,2.0,2.0,7.0,1314.0
1.0,1.0,1.0,6.0,10.0,44.0,2.0,2.0,5.0,3.0,1315.0
1.0,1.0,2.0,3.0,42.0,28.0,1.0,2.0,5.0,6.0,1317.0
1.0,1.0,1.0,6.0,14.0,37.0,2.0,2.0,5.0,4.0,1319.0
1.0,1.0,1.0,6.0,13.0,23.0,2.0,2.0,5.0,5.0,1320.0
1.0,3.0,2.0,2.0,6.0,59.0,1.0,2.0,5.0,4.0,1321.0
1.0,3.0,3.0,3.0,21.0,60.0,2.0,2.0,5.0,9.0,1322.0
1.0,5.0,3.0,5.0,38.0,49.0,2.0,2.0,4.0,7.0,1323.0
1.0,2.0,2.0,1.0,12.0,34.0,2.0,2.0,5.0,5.0,1324.0
1.0,3.0,2.0,2.0,49.0,43.0,2.0,2.0,5.0,7.0,1325.0
1.0,4.0,2.0,2.0,22.0,66.0,2.0,2.0,5.0,7.0,1329.0
1.0,3.0,1.0,6.0,9.0,59.0,2.0,2.0,5.0,2.0,1334.0
1.0,3.0,3.0,4.0,9.0,24.0,2.0,2.0,5.0,3.0,1336.0
1.0,3.0,3.0,4.0,38.0,27.0,1.0,2.0,4.0,5.0,1337.0
1.0,1.0,3.0,5.0,28.0,42.0,2.0,2.0,5.0,5.0,1340.0
1.0,5.0,2.0,1.0,49.0,34.0,2.0,2.0,5.0,5.0,1341.0
1.0,3.0,1.0,6.0,5.0,48.0,2.0,2.0,5.0,4.0,1342.0
1.0,2.0,3.0,3.0,40.0,29.0,1.0,2.0,5.0,3.0,1343.0
1.0,2.0,3.0,4.0,47.0,48.0,2.0,2.0,5.0,3.0,1345.0
1.0,3.0,2.0,1.0,33.0,36.0,1.0,2.0,5.0,5.0,1346.0
1.0,5.0,2.0,2.0,40.0,26.0,2.0,2.0,5.0,5.0,1347.0
1.0,4.0,2.0,1.0,16.0,48.0,2.0,2.0,5.0,7.0,1348.0
1.0,3.0,2.0,4.0,47.0,42.0,1.0,2.0,5.0,7.0,1350.0
1.0,6.0,2.0,3.0,32.0,37.0,1.0,2.0,5.0,5.0,1352.0
1.0,3.0,2.0,2.0,15.0,46.0,2.0,2.0,5.0,5.0,1353.0
1.0,2.0,3.0,1.0,36.0,24.0,2.0,2.0,5.0,4.0,1354.0
