DemW10_R1,DemW18_R1,DemM6,DemM7,DemW3,prlfc_dem_age,DemC5,DemC8,DemC9,DemC23,CVDID
1.0,1.0,3.0,5.0,43.0,42.0,2.0,2.0,5.0,4.0,1355.0
1.0,1.0,3.0,1.0,1.0,66.0,2.0,2.0,5.0,5.0,1356.0
1.0,3.0,2.0,1.0,32.0,29.0,2.0,2.0,5.0,5.0,1357.0
1.0,6.0,3.0,4.0,32.0,48.0,1.0,2.0,5.0,9.0,1358.0
1.0,4.0,2.0,3.0,5.0,42.0,1.0,2.0,5.0,3.0,1359.0
1.0,3.0,2.0,3.0,47.0,29.0,2.0,2.0,5.0,2.0,1360.0
1.0,5.0,2.0,3.0,10.0,36.0,1.0,2.0,5.0,7.0,1361.0
1.0,5.0,1.0,5.0,6.0,38.0,1.0,2.0,5.0,7.0,1362.0
1.0,3.0,2.0,1.0,42.0,22.0,1.0,2.0,7.0,5.0,1363.0
1.0,2.0,3.0,3.0,5.0,32.0,2.0,2.0,5.0,4.0,1365.0
1.0,4.0,2.0,3.0,13.0,32.0,2.0,1.0,5.0,7.0,1366.0
1.0,5.0,2.0,5.0,46.0,36.0,2.0,2.0,5.0,7.0,1367.0
1.0,2.0,1.0,7.0,8.0,56.0,1.0,2.0,5.0,5.0,1368.0
1.0,4.0,2.0,5.0,21.0,58.0,1.0,2.0,5.0,9.0,1369.0
1.0,5.0,2.0,5.0,5.0,47.0,2.0,2.0,5.0,7.0,1370.0
1.0,4.0,2.0,5.0,5.0,29.0,1.0,2.0,2.0,5.0,1372.0
1.0,5.0,1.0,6.0,32.0,36.0,2.0,2.0,5.0,5.0,1373.0
1.0,2.0,3.0,1.0,9.0,37.0,1.0,2.0,5.0,5.0,1374.0
2.0,7.0,2.0,3.0,5.0,21.0,2.0,2.0,2.0,5.0,1375.0
1.0,4.0,3.0,4.0,32.0,25.0,2.0,2.0,2.0,5.0,1377.0
1.0,3.0,2.0,2.0,40.0,44.0,1.0,2.0,5.0,3.0,1378.0
1.0,3.0,3.0,3.0,5.0,53.0,2.0,2.0,5.0,5.0,1379.0
1.0,4.0,2.0,2.0,25.0,40.0,2.0,2.0,5.0,7.0,1380.0
1.0,2.0,3.0,1.0,33.0,41.0,2.0,2.0,5.0,5.0,1381.0
1.0,4.0,2.0,3.0,32.0,48.0,2.0,2.0,5.0,7.0,1382.0
1.0,6.0,2.0,2.0,9.0,25.0,1.0,1.0,5.0,5.0,1383.0
1.0,4.0,3.0,3.0,1.0,41.0,1.0,2.0,5.0,5.0,1387.0
1.0,3.0,3.0,2.0,13.0,38.0,1.0,1.0,7.0,2.0,1388.0
1.0,4.0,3.0,5.0,38.0,37.0,1.0,2.0,5.0,4.0,1389.0
1.0,5.0,2.0,2.0,43.0,47.0,2.0,1.0,5.0,7.0,1390.0
1.0,5.0,1.0,6.0,43.0,41.0,1.0,2.0,2.0,5.0,1391.0
1.0,3.0,3.0,5.0,4.0,31.0,1.0,2.0,5.0,5.0,1392.0
1.0,2.0,3.0,3.0,50.0,28.0,1.0,2.0,5.0,7.0,1394.0
1.0,5.0,2.0,2.0,22.0,25.0,1.0,2.0,2.0,7.0,1395.0
1.0,5.0,2.0,2.0,46.0,52.0,1.0,2.0,5.0,8.0,1396.0
1.0,2.0,1.0,7.0,32.0,29.0,2.0,2.0,5.0,5.0,1398.0
1.0,5.0,1.0,6.0,9.0,60.0,1.0,2.0,5.0,5.0,1399.0
1.0,4.0,3.0,3.0,32.0,43.0,2.0,2.0,5.0,6.0,1400.0
1.0,5.0,2.0,5.0,5.0,38.0,1.0,2.0,2.0,5.0,1402.0
1.0,4.0,3.0,6.0,9.0,41.0,1.0,1.0,5.0,5.0,1403.0
1.0,5.0,1.0,7.0,33.0,58.0,1.0,2.0,5.0,7.0,1404.0
1.0,3.0,3.0,4.0,22.0,41.0,1.0,2.0,5.0,3.0,1406.0
1.0,2.0,2.0,1.0,10.0,30.0,2.0,2.0,5.0,5.0,1408.0
1.0,4.0,2.0,1.0,38.0,36.0,2.0,2.0,5.0,7.0,1409.0
1.0,4.0,1.0,4.0,42.0,31.0,2.0,2.0,5.0,5.0,1410.0
1.0,7.0,3.0,1.0,43.0,22.0,2.0,2.0,5.0,5.0,1412.0
1.0,6.0,3.0,3.0,5.0,41.0,1.0,2.0,2.0,5.0,1413.0
1.0,6.0,2.0,1.0,5.0,42.0,2.0,2.0,4.0,5.0,1414.0
1.0,5.0,2.0,1.0,49.0,50.0,2.0,2.0,5.0,5.0,1416.0
1.0,6.0,2.0,3.0,5.0,39.0,2.0,2.0,5.0,5.0,1418.0
1.0,2.0,2.0,2.0,6.0,63.0,1.0,2.0,5.0,3.0,1419.0
1.0,6.0,2.0,2.0,21.0,54.0,2.0,2.0,2.0,8.0,1420.0
1.0,5.0,2.0,2.0,20.0,27.0,1.0,2.0,2.0,5.0,1421.0
1.0,5.0,3.0,4.0,32.0,33.0,1.0,2.0,5.0,7.0,1422.0
1.0,5.0,3.0,2.0,5.0,29.0,1.0,2.0,2.0,7.0,1423.0
1.0,4.0,2.0,2.0,16.0,57.0,1.0,2.0,5.0,7.0,1424.0
1.0,3.0,2.0,4.0,33.0,48.0,2.0,2.0,4.0,4.0,1425.0
1.0,3.0,2.0,2.0,38.0,34.0,1.0,2.0,5.0,7.0,1427.0
2.0,3.0,2.0,2.0,28.0,28.0,1.0,2.0,5.0,9.0,1429.0
1.0,3.0,2.0,3.0,43.0,50.0,1.0,2.0,5.0,7.0,1430.0
1.0,6.0,1.0,6.0,5.0,54.0,1.0,2.0,5.0,5.0,1431.0
1.0,5.0,2.0,3.0,10.0,34.0,1.0,2.0,5.0,7.0,1433.0
1.0,5.0,2.0,3.0,43.0,22.0,1.0,2.0,4.0,5.0,1434.0
1.0,3.0,1.0,6.0,16.0,37.0,2.0,2.0,5.0,2.0,1435.0
1.0,5.0,2.0,1.0,5.0,39.0,2.0,2.0,5.0,5.0,1436.0
1.0,3.0,2.0,2.0,5.0,27.0,1.0,2.0,2.0,5.0,1437.0
1.0,6.0,3.0,5.0,47.0,51.0,1.0,1.0,5.0,7.0,1438.0
1.0,3.0,3.0,5.0,5.0,29.0,1.0,2.0,2.0,5.0,1439.0
1.0,4.0,2.0,1.0,13.0,69.0,2.0,2.0,5.0,7.0,1440.0
1.0,7.0,2.0,2.0,30.0,48.0,2.0,2.0,5.0,5.0,1441.0
1.0,3.0,2.0,1.0,5.0,30.0,2.0,2.0,6.0,5.0,1442.0
1.0,4.0,3.0,4.0,43.0,29.0,2.0,2.0,5.0,7.0,1443.0
1.0,4.0,2.0,3.0,49.0,55.0,2.0,2.0,5.0,5.0,1445.0
1.0,4.0,2.0,2.0,33.0,46.0,2.0,2.0,5.0,5.0,1446.0
1.0,4.0,3.0,4.0,32.0,42.0,1.0,2.0,5.0,3.0,1447.0
1.0,6.0,3.0,4.0,5.0,47.0,1.0,2.0,2.0,5.0,1448.0
1.0,1.0,2.0,2.0,48.0,38.0,1.0,2.0,5.0,1.0,1452.0
1.0,4.0,3.0,3.0,9.0,49.0,1.0,2.0,4.0,7.0,1453.0
1.0,4.0,3.0,6.0,5.0,31.0,2.0,1.0,5.0,5.0,1455.0
2.0,1.0,1.0,7.0,13.0,47.0,2.0,2.0,5.0,5.0,1459.0
1.0,4.0,3.0,4.0,48.0,37.0,1.0,1.0,5.0,5.0,1460.0
1.0,4.0,2.0,2.0,30.0,30.0,1.0,2.0,5.0,5.0,1462.0
1.0,6.0,2.0,3.0,5.0,29.0,2.0,2.0,2.0,5.0,1465.0
1.0,4.0,3.0,4.0,31.0,36.0,1.0,2.0,5.0,5.0,1467.0
1.0,4.0,2.0,2.0,30.0,47.0,1.0,2.0,5.0,5.0,1468.0
1.0,5.0,3.0,3.0,28.0,47.0,1.0,1.0,6.0,7.0,1469.0
1.0,5.0,3.0,1.0,43.0,34.0,1.0,2.0,5.0,4.0,1472.0
1.0,5.0,2.0,2.0,5.0,20.0,2.0,2.0,2.0,5.0,1474.0
1.0,5.0,1.0,2.0,5.0,43.0,1.0,2.0,5.0,7.0,1475.0
1.0,5.0,1.0,7.0,44.0,29.0,1.0,2.0,5.0,7.0,1476.0
1.0,1.0,2.0,1.0,5.0,48.0,1.0,1.0,6.0,2.0,1480.0
1.0,4.0,3.0,4.0,35.0,21.0,1.0,2.0,5.0,5.0,1481.0
1.0,2.0,2.0,1.0,27.0,24.0,2.0,2.0,5.0,6.0,1482.0
1.0,1.0,3.0,4.0,3.0,61.0,1.0,2.0,5.0,7.0,1483.0
1.0,2.0,2.0,2.0,14.0,40.0,2.0,2.0,5.0,5.0,1484.0
1.0,4.0,3.0,6.0,2.0,57.0,1.0,2.0,5.0,5.0,1485.0
1.0,5.0,1.0,5.0,47.0,44.0,1.0,1.0,5.0,5.0,1486.0
1.0,5.0,2.0,2.0,14.0,40.0,2.0,2.0,5.0,8.0,1487.0
1.0,5.0,2.0,3.0,5.0,31.0,1.0,2.0,2.0,9.0,1488.0
1.0,6.0,1.0,7.0,38.0,46.0,1.0,2.0,5.0,7.0,1489.0
1.0,4.0,3.0,5.0,14.0,51.0,1.0,2.0,5.0,5.0,1490.0
3.0,5.0,4.0,1.0,35.0,60.0,2.0,2.0,5.0,7.0,1492.0
2.0,2.0,2.0,2.0,21.0,54.0,1.0,2.0,5.0,4.0,1493.0
3.0,3.0,3.0,5.0,25.0,72.0,1.0,2.0,5.0,6.0,1494.0
2.0,1.0,3.0,4.0,5.0,22.0,1.0,2.0,2.0,2.0,1499.0
2.0,1.0,4.0,3.0,5.0,24.0,2.0,2.0,8.0,3.0,1500.0
2.0,1.0,3.0,3.0,46.0,25.0,2.0,2.0,5.0,5.0,1502.0
2.0,7.0,2.0,3.0,43.0,19.0,1.0,1.0,5.0,4.0,1504.0
2.0,1.0,2.0,2.0,9.0,44.0,2.0,2.0,5.0,3.0,1505.0
2.0,5.0,2.0,1.0,46.0,49.0,2.0,2.0,5.0,5.0,1506.0
2.0,1.0,2.0,1.0,32.0,21.0,2.0,2.0,2.0,3.0,1507.0
2.0,1.0,2.0,3.0,5.0,19.0,2.0,2.0,2.0,2.0,1508.0
2.0,1.0,3.0,3.0,21.0,41.0,2.0,2.0,5.0,3.0,1510.0
2.0,1.0,2.0,3.0,5.0,21.0,2.0,2.0,2.0,4.0,1511.0
2.0,1.0,2.0,2.0,43.0,51.0,2.0,2.0,5.0,4.0,1513.0
2.0,1.0,2.0,3.0,5.0,27.0,1.0,1.0,7.0,4.0,1516.0
2.0,1.0,2.0,3.0,49.0,46.0,2.0,2.0,5.0,4.0,1517.0
2.0,5.0,2.0,1.0,43.0,36.0,2.0,2.0,5.0,7.0,1519.0
2.0,1.0,2.0,1.0,21.0,27.0,1.0,2.0,5.0,5.0,1521.0
1.0,1.0,3.0,1.0,25.0,41.0,2.0,2.0,5.0,4.0,1522.0
2.0,1.0,2.0,2.0,47.0,59.0,2.0,2.0,5.0,4.0,1525.0
1.0,1.0,2.0,3.0,38.0,51.0,1.0,2.0,5.0,5.0,1528.0
1.0,3.0,3.0,3.0,50.0,51.0,2.0,1.0,5.0,5.0,1529.0
1.0,3.0,1.0,5.0,20.0,25.0,1.0,2.0,4.0,2.0,1531.0
1.0,4.0,2.0,4.0,6.0,29.0,1.0,1.0,8.0,3.0,1532.0
1.0,3.0,3.0,3.0,37.0,37.0,1.0,2.0,5.0,1.0,1534.0
1.0,2.0,3.0,4.0,5.0,27.0,1.0,1.0,5.0,3.0,1536.0
1.0,2.0,2.0,4.0,38.0,25.0,1.0,1.0,5.0,4.0,1538.0
1.0,5.0,2.0,2.0,5.0,35.0,2.0,2.0,2.0,5.0,1541.0
1.0,4.0,1.0,5.0,13.0,23.0,1.0,2.0,2.0,5.0,1542.0
1.0,1.0,3.0,5.0,7.0,75.0,1.0,2.0,5.0,7.0,1543.0
1.0,4.0,2.0,2.0,10.0,41.0,2.0,2.0,4.0,6.0,1544.0
1.0,4.0,2.0,2.0,7.0,42.0,1.0,2.0,5.0,5.0,1545.0
1.0,4.0,3.0,4.0,15.0,39.0,2.0,2.0,5.0,5.0,1548.0
1.0,4.0,2.0,2.0,3.0,47.0,2.0,2.0,5.0,4.0,1549.0
1.0,2.0,2.0,5.0,43.0,49.0,2.0,2.0,5.0,4.0,1550.0
1.0,6.0,1.0,5.0,16.0,27.0,1.0,2.0,5.0,4.0,1552.0
1.0,2.0,2.0,4.0,32.0,36.0,1.0,2.0,5.0,2.0,1553.0
1.0,3.0,1.0,7.0,9.0,43.0,1.0,2.0,5.0,4.0,1554.0
1.0,3.0,3.0,4.0,1.0,37.0,2.0,2.0,5.0,3.0,1555.0
1.0,3.0,1.0,7.0,14.0,47.0,1.0,2.0,5.0,6.0,1557.0
1.0,3.0,2.0,1.0,37.0,47.0,2.0,2.0,5.0,3.0,1558.0
2.0,1.0,3.0,2.0,35.0,18.0,2.0,2.0,6.0,2.0,1559.0
2.0,1.0,2.0,3.0,5.0,22.0,2.0,2.0,2.0,5.0,1560.0
3.0,1.0,3.0,4.0,3.0,53.0,2.0,2.0,5.0,3.0,1561.0
2.0,1.0,2.0,2.0,5.0,19.0,2.0,1.0,5.0,2.0,1562.0
2.0,7.0,1.0,5.0,43.0,19.0,2.0,2.0,5.0,3.0,1563.0
1.0,1.0,2.0,1.0,9.0,24.0,1.0,2.0,5.0,5.0,1567.0
1.0,4.0,3.0,4.0,32.0,45.0,2.0,2.0,5.0,5.0,1570.0
3.0,3.0,3.0,2.0,5.0,65.0,1.0,2.0,5.0,8.0,1572.0
2.0,1.0,2.0,3.0,2.0,20.0,1.0,2.0,5.0,3.0,1573.0
2.0,1.0,2.0,2.0,16.0,27.0,2.0,2.0,6.0,7.0,1574.0
3.0,2.0,2.0,1.0,5.0,61.0,1.0,2.0,5.0,3.0,1575.0
2.0,7.0,3.0,3.0,6.0,21.0,2.0,2.0,5.0,3.0,1577.0
1.0,2.0,3.0,2.0,21.0,41.0,2.0,2.0,5.0,7.0,1581.0
1.0,1.0,2.0,1.0,32.0,35.0,1.0,2.0,5.0,2.0,1582.0
1.0,2.0,2.0,2.0,9.0,46.0,2.0,2.0,5.0,5.0,1585.0
1.0,2.0,2.0,3.0,37.0,26.0,2.0,1.0,5.0,5.0,1587.0
1.0,1.0,2.0,3.0,26.0,63.0,1.0,2.0,5.0,7.0,1588.0
1.0,3.0,2.0,3.0,5.0,30.0,1.0,2.0,5.0,5.0,1589.0
1.0,5.0,1.0,2.0,5.0,29.0,1.0,1.0,5.0,7.0,1590.0
1.0,4.0,2.0,2.0,38.0,42.0,2.0,2.0,4.0,7.0,1591.0
1.0,5.0,1.0,6.0,16.0,47.0,1.0,2.0,5.0,4.0,1592.0
1.0,5.0,1.0,6.0,16.0,58.0,1.0,2.0,5.0,4.0,1594.0
2.0,1.0,3.0,4.0,5.0,24.0,1.0,2.0,2.0,3.0,1596.0
2.0,7.0,2.0,4.0,9.0,23.0,1.0,2.0,5.0,3.0,1597.0
2.0,1.0,2.0,1.0,32.0,18.0,2.0,2.0,5.0,3.0,1598.0
2.0,1.0,2.0,5.0,5.0,20.0,2.0,2.0,2.0,3.0,1600.0
1.0,4.0,2.0,5.0,5.0,33.0,2.0,1.0,5.0,5.0,1603.0
1.0,6.0,3.0,4.0,5.0,25.0,1.0,2.0,2.0,5.0,1604.0
3.0,1.0,1.0,4.0,12.0,63.0,2.0,2.0,5.0,5.0,1606.0
1.0,5.0,1.0,6.0,43.0,47.0,2.0,2.0,5.0,7.0,1607.0
2.0,1.0,2.0,1.0,5.0,18.0,2.0,2.0,2.0,2.0,1609.0
2.0,1.0,2.0,1.0,5.0,28.0,1.0,1.0,5.0,4.0,1612.0
1.0,1.0,2.0,1.0,5.0,18.0,2.0,2.0,5.0,3.0,1614.0
1.0,3.0,2.0,5.0,43.0,58.0,2.0,2.0,5.0,3.0,1616.0
1.0,5.0,2.0,4.0,5.0,37.0,1.0,1.0,5.0,5.0,1618.0
1.0,4.0,3.0,5.0,37.0,40.0,1.0,2.0,5.0,4.0,1619.0
1.0,2.0,3.0,3.0,5.0,42.0,1.0,1.0,5.0,2.0,1620.0
1.0,2.0,2.0,6.0,13.0,19.0,2.0,2.0,4.0,3.0,1622.0
2.0,1.0,2.0,1.0,43.0,21.0,2.0,2.0,2.0,5.0,1625.0
1.0,1.0,2.0,2.0,13.0,26.0,1.0,2.0,5.0,3.0,1627.0
1.0,1.0,2.0,2.0,5.0,45.0,2.0,2.0,5.0,7.0,1628.0
2.0,1.0,2.0,1.0,13.0,29.0,1.0,2.0,5.0,5.0,1629.0
2.0,1.0,4.0,4.0,9.0,54.0,1.0,2.0,4.0,2.0,1630.0
1.0,5.0,2.0,2.0,5.0,49.0,1.0,2.0,5.0,5.0,1631.0
1.0,3.0,3.0,1.0,5.0,29.0,2.0,2.0,5.0,7.0,1632.0
2.0,3.0,4.0,4.0,37.0,49.0,2.0,2.0,5.0,3.0,1633.0
3.0,3.0,4.0,1.0,5.0,66.0,1.0,2.0,5.0,7.0,1634.0
2.0,1.0,1.0,7.0,38.0,48.0,2.0,2.0,5.0,3.0,1635.0
2.0,1.0,1.0,5.0,33.0,43.0,2.0,2.0,5.0,7.0,1636.0
3.0,4.0,2.0,2.0,43.0,68.0,2.0,1.0,5.0,7.0,1637.0
2.0,1.0,2.0,1.0,5.0,24.0,2.0,2.0,2.0,3.0,1638.0
1.0,1.0,2.0,2.0,5.0,59.0,2.0,2.0,5.0,5.0,1640.0
2.0,5.0,2.0,1.0,47.0,63.0,2.0,2.0,5.0,3.0,1641.0
1.0,5.0,3.0,1.0,1.0,33.0,1.0,1.0,6.0,3.0,1645.0
2.0,1.0,2.0,1.0,38.0,51.0,1.0,2.0,5.0,7.0,1646.0
3.0,1.0,1.0,7.0,5.0,72.0,2.0,2.0,5.0,3.0,1647.0
2.0,1.0,2.0,2.0,5.0,34.0,1.0,2.0,5.0,7.0,1650.0
2.0,1.0,1.0,5.0,5.0,28.0,1.0,2.0,5.0,2.0,1651.0
2.0,1.0,2.0,2.0,36.0,42.0,2.0,2.0,5.0,5.0,1652.0
1.0,6.0,2.0,4.0,22.0,22.0,2.0,2.0,5.0,2.0,1654.0
1.0,1.0,3.0,1.0,22.0,59.0,1.0,2.0,5.0,6.0,1656.0
1.0,3.0,2.0,2.0,6.0,44.0,2.0,3.0,2.0,8.0,1658.0
1.0,2.0,2.0,1.0,26.0,42.0,2.0,2.0,5.0,4.0,1659.0
1.0,4.0,1.0,3.0,9.0,43.0,1.0,2.0,5.0,7.0,1660.0
2.0,3.0,2.0,2.0,32.0,33.0,2.0,2.0,5.0,5.0,1661.0
1.0,2.0,1.0,7.0,35.0,64.0,1.0,2.0,5.0,5.0,1662.0
1.0,4.0,2.0,1.0,20.0,47.0,2.0,2.0,5.0,7.0,1663.0
2.0,1.0,3.0,2.0,5.0,67.0,1.0,2.0,7.0,5.0,1664.0
1.0,2.0,2.0,2.0,5.0,23.0,1.0,2.0,2.0,6.0,1666.0
1.0,6.0,3.0,4.0,46.0,45.0,2.0,1.0,5.0,7.0,1667.0
1.0,3.0,3.0,4.0,14.0,24.0,1.0,1.0,5.0,3.0,1669.0
1.0,2.0,3.0,3.0,31.0,34.0,1.0,2.0,5.0,5.0,1670.0
1.0,1.0,2.0,1.0,22.0,47.0,1.0,2.0,5.0,5.0,1671.0
1.0,5.0,3.0,5.0,3.0,47.0,2.0,2.0,5.0,5.0,1672.0
1.0,3.0,3.0,4.0,13.0,55.0,2.0,2.0,4.0,4.0,1673.0
1.0,3.0,3.0,4.0,3.0,49.0,1.0,2.0,5.0,3.0,1675.0
1.0,3.0,2.0,2.0,20.0,76.0,1.0,2.0,5.0,7.0,1677.0
1.0,3.0,1.0,4.0,48.0,37.0,1.0,2.0,5.0,5.0,1679.0
1.0,3.0,2.0,7.0,14.0,21.0,1.0,2.0,5.0,2.0,1680.0
1.0,3.0,3.0,1.0,25.0,53.0,2.0,2.0,5.0,9.0,1681.0
1.0,3.0,3.0,5.0,37.0,46.0,1.0,2.0,5.0,4.0,1688.0
1.0,4.0,2.0,3.0,5.0,24.0,2.0,2.0,5.0,5.0,1691.0
1.0,2.0,2.0,3.0,5.0,35.0,2.0,2.0,2.0,5.0,1692.0
1.0,2.0,2.0,4.0,35.0,27.0,2.0,2.0,5.0,5.0,1693.0
1.0,4.0,2.0,2.0,30.0,37.0,1.0,2.0,5.0,5.0,1694.0
1.0,2.0,3.0,4.0,17.0,44.0,2.0,2.0,5.0,4.0,1695.0
1.0,4.0,2.0,2.0,43.0,23.0,2.0,2.0,5.0,5.0,1696.0
1.0,6.0,3.0,4.0,32.0,55.0,1.0,2.0,5.0,7.0,1697.0
1.0,4.0,4.0,1.0,5.0,37.0,2.0,2.0,5.0,3.0,1701.0
1.0,3.0,1.0,6.0,38.0,55.0,1.0,2.0,5.0,3.0,1702.0
1.0,1.0,2.0,2.0,41.0,64.0,2.0,2.0,5.0,5.0,1705.0
2.0,1.0,1.0,6.0,40.0,46.0,2.0,2.0,5.0,6.0,1706.0
1.0,1.0,3.0,2.0,43.0,56.0,2.0,2.0,5.0,3.0,1708.0
1.0,3.0,1.0,6.0,33.0,55.0,1.0,2.0,5.0,5.0,1710.0
1.0,3.0,2.0,5.0,5.0,33.0,1.0,2.0,4.0,5.0,1711.0
1.0,3.0,1.0,3.0,5.0,30.0,1.0,2.0,4.0,5.0,1714.0
1.0,3.0,3.0,5.0,5.0,42.0,1.0,2.0,6.0,5.0,1715.0
1.0,3.0,3.0,6.0,9.0,43.0,2.0,2.0,5.0,5.0,1716.0
1.0,5.0,3.0,5.0,5.0,56.0,1.0,2.0,5.0,5.0,1720.0
1.0,3.0,4.0,1.0,32.0,22.0,2.0,2.0,6.0,5.0,1721.0
1.0,4.0,1.0,1.0,46.0,42.0,1.0,2.0,5.0,7.0,1722.0
1.0,3.0,2.0,4.0,24.0,48.0,2.0,2.0,5.0,3.0,1723.0
1.0,3.0,1.0,6.0,5.0,34.0,1.0,1.0,5.0,5.0,1724.0
1.0,2.0,2.0,5.0,10.0,45.0,1.0,2.0,4.0,5.0,1725.0
1.0,2.0,4.0,4.0,27.0,40.0,2.0,2.0,5.0,4.0,1726.0
1.0,4.0,2.0,4.0,5.0,23.0,1.0,1.0,7.0,3.0,1727.0
1.0,1.0,3.0,4.0,8.0,41.0,2.0,2.0,6.0,2.0,1730.0
1.0,3.0,3.0,4.0,47.0,59.0,2.0,2.0,5.0,5.0,1732.0
2.0,1.0,2.0,1.0,11.0,33.0,2.0,1.0,5.0,3.0,1733.0
1.0,5.0,1.0,6.0,38.0,25.0,1.0,2.0,5.0,6.0,1737.0
1.0,4.0,1.0,7.0,13.0,35.0,1.0,2.0,5.0,5.0,1739.0
2.0,5.0,3.0,3.0,13.0,46.0,2.0,2.0,5.0,3.0,1740.0
2.0,1.0,3.0,5.0,5.0,53.0,2.0,2.0,5.0,7.0,1742.0
1.0,4.0,2.0,2.0,35.0,28.0,2.0,2.0,5.0,5.0,1743.0
1.0,4.0,1.0,5.0,10.0,63.0,1.0,2.0,5.0,5.0,1744.0
1.0,4.0,2.0,1.0,32.0,24.0,2.0,2.0,5.0,7.0,1745.0
2.0,1.0,2.0,1.0,32.0,26.0,2.0,2.0,2.0,6.0,1747.0
1.0,1.0,3.0,5.0,11.0,26.0,1.0,2.0,2.0,3.0,1748.0
1.0,5.0,2.0,1.0,3.0,42.0,1.0,2.0,5.0,7.0,1750.0
2.0,1.0,1.0,5.0,36.0,40.0,2.0,2.0,5.0,2.0,1753.0
1.0,3.0,2.0,2.0,47.0,32.0,1.0,2.0,5.0,6.0,1754.0
1.0,4.0,2.0,3.0,17.0,59.0,1.0,2.0,5.0,8.0,1755.0
1.0,4.0,2.0,1.0,32.0,33.0,2.0,2.0,5.0,5.0,1756.0
1.0,5.0,1.0,5.0,8.0,47.0,1.0,2.0,5.0,7.0,1757.0
1.0,4.0,2.0,1.0,32.0,35.0,1.0,1.0,5.0,8.0,1758.0
2.0,1.0,2.0,2.0,43.0,61.0,2.0,2.0,7.0,3.0,1760.0
3.0,1.0,2.0,2.0,5.0,58.0,2.0,2.0,5.0,3.0,1761.0
1.0,5.0,3.0,3.0,18.0,45.0,1.0,1.0,5.0,4.0,1762.0
3.0,3.0,1.0,6.0,3.0,67.0,2.0,2.0,5.0,3.0,1763.0
1.0,3.0,2.0,3.0,9.0,36.0,2.0,1.0,5.0,7.0,1764.0
1.0,2.0,2.0,1.0,38.0,49.0,1.0,2.0,5.0,7.0,1765.0
1.0,6.0,3.0,4.0,49.0,52.0,1.0,2.0,6.0,8.0,1767.0
1.0,1.0,2.0,1.0,9.0,36.0,1.0,2.0,5.0,2.0,1770.0
1.0,4.0,2.0,2.0,3.0,57.0,2.0,2.0,5.0,5.0,1772.0
1.0,2.0,1.0,5.0,38.0,46.0,2.0,2.0,5.0,5.0,1773.0
1.0,4.0,1.0,6.0,9.0,53.0,1.0,2.0,5.0,3.0,1774.0
2.0,1.0,1.0,6.0,23.0,35.0,2.0,2.0,5.0,5.0,1775.0
1.0,2.0,3.0,1.0,43.0,37.0,1.0,2.0,4.0,2.0,1778.0
1.0,2.0,3.0,4.0,33.0,29.0,1.0,2.0,2.0,7.0,1779.0
2.0,1.0,2.0,4.0,5.0,49.0,2.0,1.0,5.0,3.0,1780.0
1.0,1.0,3.0,4.0,17.0,22.0,2.0,2.0,5.0,3.0,1783.0
2.0,1.0,2.0,2.0,30.0,31.0,1.0,1.0,5.0,5.0,1786.0
1.0,1.0,4.0,6.0,35.0,36.0,2.0,2.0,5.0,3.0,1788.0
1.0,3.0,2.0,1.0,32.0,43.0,2.0,2.0,5.0,7.0,1789.0
2.0,1.0,2.0,2.0,5.0,24.0,1.0,2.0,5.0,5.0,1790.0
3.0,2.0,3.0,6.0,43.0,72.0,2.0,2.0,5.0,5.0,1792.0
2.0,1.0,4.0,1.0,47.0,32.0,2.0,2.0,6.0,7.0,1793.0
1.0,5.0,2.0,2.0,32.0,72.0,1.0,2.0,5.0,6.0,1794.0
1.0,4.0,3.0,5.0,21.0,38.0,1.0,2.0,5.0,5.0,1795.0
1.0,4.0,3.0,5.0,43.0,35.0,1.0,2.0,5.0,5.0,1796.0
